grip_head;grip_neck;grip_back;grip_chest;grip_abdom;grip_genit;grip_larm;grip_rarm;grip_lleg;grip_rleg
0,136384999;0,298618291;0,31046151;0,088448162;0,1272676;0,057242222;0,237804305;0,283015321;0,255193157;0,27681173
