grip_head;grip_neck;grip_back;grip_chest;grip_abdom;grip_genit;grip_larm;grip_rarm;grip_lleg;grip_rleg
0,066604323;0,185369909;0,25872818;0,066292602;0,075124688;0,053096426;0,184019119;0,214048213;0,183915212;0,199501247
