grip_neck;grip_larm;grip_rarm;grip_back;grip_lleg;grip_rleg;grip_head;grip_chest;grip_abdom;grip_genit
4,11;4,19;4,14;4,54;4,19;4,19;4,49;3,77;3,8;3,2
