grip_neck;grip_larm;grip_rarm;grip_back;grip_lleg;grip_rleg;grip_head;grip_chest;grip_abdom;grip_genit
4,66;4,84;4,73;4,96;4,83;4,82;5,10;4,52;4,38;4,30
